instance_type,time_stump,region,zone,price
m5.xlarge,2019-10-20 05:38,ap-northeast-1,ap-northeast-1c,0.070300
m5.2xlarge,2019-10-20 22:34,ap-northeast-1,ap-northeast-1c,0.147500
m5.large,2019-10-20 21:28,ap-northeast-1,ap-northeast-1c,0.035400
r5d.xlarge,2019-10-20 20:04,ap-northeast-1,ap-northeast-1c,0.073200
m3.large,2019-10-20 19:37,ap-northeast-1,ap-northeast-1c,0.032900
r3.xlarge,2019-10-20 19:22,ap-northeast-1,ap-northeast-1c,0.070700
m5.large,2019-10-20 16:19,ap-northeast-1,ap-northeast-1c,0.035500
m5.2xlarge,2019-10-20 15:44,ap-northeast-1,ap-northeast-1c,0.147900
r3.xlarge,2019-10-20 13:30,ap-northeast-1,ap-northeast-1c,0.070600
m5.2xlarge,2019-10-20 08:46,ap-northeast-1,ap-northeast-1c,0.148400
r5d.xlarge,2019-10-20 07:23,ap-northeast-1,ap-northeast-1c,0.073300
m5.xlarge,2019-10-20 05:38,ap-northeast-1,ap-northeast-1c,0.070300
m5.2xlarge,2019-10-20 03:45,ap-northeast-1,ap-northeast-1c,0.148300
m5.2xlarge,2019-10-19 20:47,ap-northeast-1,ap-northeast-1c,0.149100
r3.xlarge,2019-10-19 20:14,ap-northeast-1,ap-northeast-1c,0.070500
m3.large,2019-10-19 19:37,ap-northeast-1,ap-northeast-1c,0.032900
m5.large,2019-10-19 16:19,ap-northeast-1,ap-northeast-1c,0.035500
r5d.xlarge,2019-10-19 15:24,ap-northeast-1,ap-northeast-1c,0.073400
m5.xlarge,2019-10-19 05:37,ap-northeast-1,ap-northeast-1c,0.070300
m5.2xlarge,2019-10-19 20:47,ap-northeast-1,ap-northeast-1c,0.149100
r3.xlarge,2019-10-19 20:14,ap-northeast-1,ap-northeast-1c,0.070500
m3.large,2019-10-19 19:37,ap-northeast-1,ap-northeast-1c,0.032900
m5.2xlarge,2019-10-19 16:37,ap-northeast-1,ap-northeast-1c,0.149300
m5.large,2019-10-19 16:19,ap-northeast-1,ap-northeast-1c,0.035500
r5d.xlarge,2019-10-19 15:24,ap-northeast-1,ap-northeast-1c,0.073400
m5.2xlarge,2019-10-19 15:21,ap-northeast-1,ap-northeast-1c,0.149300
r3.xlarge,2019-10-19 13:40,ap-northeast-1,ap-northeast-1c,0.070300
m5.2xlarge,2019-10-19 10:37,ap-northeast-1,ap-northeast-1c,0.149900
m3.large,2019-10-19 10:05,ap-northeast-1,ap-northeast-1c,0.032900
m5.xlarge,2019-10-19 05:37,ap-northeast-1,ap-northeast-1c,0.070300
m5.2xlarge,2019-10-19 04:37,ap-northeast-1,ap-northeast-1c,0.150400
m5.xlarge,2019-10-19 04:20,ap-northeast-1,ap-northeast-1c,0.070300
r3.xlarge,2019-10-19 01:33,ap-northeast-1,ap-northeast-1c,0.070200
m5.xlarge,2019-10-18 23:24,ap-northeast-1,ap-northeast-1c,0.070200
m5.2xlarge,2019-10-18 23:11,ap-northeast-1,ap-northeast-1c,0.150800
m5.large,2019-10-18 21:23,ap-northeast-1,ap-northeast-1c,0.035600
r5d.xlarge,2019-10-18 15:24,ap-northeast-1,ap-northeast-1c,0.073400
r3.xlarge,2019-10-18 12:19,ap-northeast-1,ap-northeast-1c,0.070100
m3.large,2019-10-18 10:05,ap-northeast-1,ap-northeast-1c,0.032900
m5.xlarge,2019-10-18 23:24,ap-northeast-1,ap-northeast-1c,0.070200
m5.2xlarge,2019-10-18 23:11,ap-northeast-1,ap-northeast-1c,0.150800
m5.large,2019-10-18 21:23,ap-northeast-1,ap-northeast-1c,0.035600
m5.2xlarge,2019-10-18 18:19,ap-northeast-1,ap-northeast-1c,0.151400
r5d.xlarge,2019-10-18 15:24,ap-northeast-1,ap-northeast-1c,0.073400
m5.2xlarge,2019-10-18 12:53,ap-northeast-1,ap-northeast-1c,0.151500
r3.xlarge,2019-10-18 12:19,ap-northeast-1,ap-northeast-1c,0.070100
m3.large,2019-10-18 10:05,ap-northeast-1,ap-northeast-1c,0.032900
m3.large,2019-10-18 08:19,ap-northeast-1,ap-northeast-1c,0.032800
m5.2xlarge,2019-10-18 07:09,ap-northeast-1,ap-northeast-1c,0.151700
r3.xlarge,2019-10-18 05:46,ap-northeast-1,ap-northeast-1c,0.069900
m5.large,2019-10-18 02:58,ap-northeast-1,ap-northeast-1c,0.035700
m5.2xlarge,2019-10-18 01:35,ap-northeast-1,ap-northeast-1c,0.152300
r3.xlarge,2019-10-17 23:38,ap-northeast-1,ap-northeast-1c,0.069800
m5.xlarge,2019-10-17 23:24,ap-northeast-1,ap-northeast-1c,0.070200
m5.large,2019-10-17 20:59,ap-northeast-1,ap-northeast-1c,0.035600
m5.2xlarge,2019-10-17 18:12,ap-northeast-1,ap-northeast-1c,0.153100
r5d.xlarge,2019-10-17 15:24,ap-northeast-1,ap-northeast-1c,0.073400
m3.large,2019-10-17 08:18,ap-northeast-1,ap-northeast-1c,0.032800
r3.xlarge,2019-10-17 23:38,ap-northeast-1,ap-northeast-1c,0.069800
m5.xlarge,2019-10-17 23:24,ap-northeast-1,ap-northeast-1c,0.070200
m5.large,2019-10-17 20:59,ap-northeast-1,ap-northeast-1c,0.035600
m5.2xlarge,2019-10-17 18:12,ap-northeast-1,ap-northeast-1c,0.153100
r3.xlarge,2019-10-17 17:22,ap-northeast-1,ap-northeast-1c,0.069600
m5.large,2019-10-17 16:35,ap-northeast-1,ap-northeast-1c,0.035700
r5d.xlarge,2019-10-17 15:24,ap-northeast-1,ap-northeast-1c,0.073400
m5.large,2019-10-17 13:47,ap-northeast-1,ap-northeast-1c,0.035700
m5.2xlarge,2019-10-17 13:36,ap-northeast-1,ap-northeast-1c,0.153500
r3.xlarge,2019-10-17 12:29,ap-northeast-1,ap-northeast-1c,0.069500
m3.large,2019-10-17 08:18,ap-northeast-1,ap-northeast-1c,0.032800
r5d.xlarge,2019-10-17 07:47,ap-northeast-1,ap-northeast-1c,0.073500
m5.2xlarge,2019-10-17 06:04,ap-northeast-1,ap-northeast-1c,0.153000
r3.xlarge,2019-10-17 05:48,ap-northeast-1,ap-northeast-1c,0.069100
m5.2xlarge,2019-10-17 00:22,ap-northeast-1,ap-northeast-1c,0.152800
m5.xlarge,2019-10-16 23:24,ap-northeast-1,ap-northeast-1c,0.070200
r3.xlarge,2019-10-16 22:24,ap-northeast-1,ap-northeast-1c,0.068900
m3.large,2019-10-16 21:01,ap-northeast-1,ap-northeast-1c,0.032700
m5.2xlarge,2019-10-16 18:47,ap-northeast-1,ap-northeast-1c,0.153300
m5.large,2019-10-16 13:46,ap-northeast-1,ap-northeast-1c,0.035700
r5d.xlarge,2019-10-16 07:46,ap-northeast-1,ap-northeast-1c,0.073500
m5.xlarge,2019-10-16 23:24,ap-northeast-1,ap-northeast-1c,0.070200
r3.xlarge,2019-10-16 22:24,ap-northeast-1,ap-northeast-1c,0.068900
m3.large,2019-10-16 21:01,ap-northeast-1,ap-northeast-1c,0.032700
m5.2xlarge,2019-10-16 18:47,ap-northeast-1,ap-northeast-1c,0.153300
r3.xlarge,2019-10-16 17:32,ap-northeast-1,ap-northeast-1c,0.068800
m3.large,2019-10-16 16:17,ap-northeast-1,ap-northeast-1c,0.032800
m5.large,2019-10-16 13:46,ap-northeast-1,ap-northeast-1c,0.035700
m5.2xlarge,2019-10-16 13:21,ap-northeast-1,ap-northeast-1c,0.152600
r3.xlarge,2019-10-16 10:58,ap-northeast-1,ap-northeast-1c,0.068700
r5d.xlarge,2019-10-16 07:46,ap-northeast-1,ap-northeast-1c,0.073500
m5.2xlarge,2019-10-16 06:22,ap-northeast-1,ap-northeast-1c,0.150600
m3.large,2019-10-16 05:58,ap-northeast-1,ap-northeast-1c,0.032700
m3.large,2019-10-16 05:47,ap-northeast-1,ap-northeast-1c,0.032600
r3.xlarge,2019-10-16 04:00,ap-northeast-1,ap-northeast-1c,0.068600
r5d.xlarge,2019-10-16 01:13,ap-northeast-1,ap-northeast-1c,0.073600
m5.2xlarge,2019-10-16 00:48,ap-northeast-1,ap-northeast-1c,0.149600
m5.xlarge,2019-10-15 23:23,ap-northeast-1,ap-northeast-1c,0.070200
m5.large,2019-10-15 23:11,ap-northeast-1,ap-northeast-1c,0.035800
r3.xlarge,2019-10-15 21:53,ap-northeast-1,ap-northeast-1c,0.068300
r5d.xlarge,2019-10-15 21:16,ap-northeast-1,ap-northeast-1c,0.073500
m5.2xlarge,2019-10-15 19:21,ap-northeast-1,ap-northeast-1c,0.149300
m3.large,2019-10-15 05:47,ap-northeast-1,ap-northeast-1c,0.032600
m5.xlarge,2019-10-15 23:23,ap-northeast-1,ap-northeast-1c,0.070200
m5.large,2019-10-15 23:11,ap-northeast-1,ap-northeast-1c,0.035800
r3.xlarge,2019-10-15 21:53,ap-northeast-1,ap-northeast-1c,0.068300
r5d.xlarge,2019-10-15 21:16,ap-northeast-1,ap-northeast-1c,0.073500
r3.xlarge,2019-10-15 20:53,ap-northeast-1,ap-northeast-1c,0.068300
m5.2xlarge,2019-10-15 19:21,ap-northeast-1,ap-northeast-1c,0.149300
r5d.xlarge,2019-10-15 15:50,ap-northeast-1,ap-northeast-1c,0.073500
r3.xlarge,2019-10-15 15:41,ap-northeast-1,ap-northeast-1c,0.068200
m5.2xlarge,2019-10-15 12:12,ap-northeast-1,ap-northeast-1c,0.149900
m5.large,2019-10-15 10:51,ap-northeast-1,ap-northeast-1c,0.035700
m5.xlarge,2019-10-15 08:42,ap-northeast-1,ap-northeast-1c,0.070100
m5.2xlarge,2019-10-15 06:20,ap-northeast-1,ap-northeast-1c,0.149800
m3.large,2019-10-15 05:47,ap-northeast-1,ap-northeast-1c,0.032600
r5d.xlarge,2019-10-15 02:43,ap-northeast-1,ap-northeast-1c,0.073600
r3.xlarge,2019-10-15 01:03,ap-northeast-1,ap-northeast-1c,0.068100
m5.2xlarge,2019-10-14 23:14,ap-northeast-1,ap-northeast-1c,0.149400
m3.large,2019-10-14 22:41,ap-northeast-1,ap-northeast-1c,0.032500
m5.xlarge,2019-10-14 12:30,ap-northeast-1,ap-northeast-1c,0.070100
m5.large,2019-10-14 10:50,ap-northeast-1,ap-northeast-1c,0.035700
r3.xlarge,2019-10-14 10:34,ap-northeast-1,ap-northeast-1c,0.068000
r5d.xlarge,2019-10-14 02:42,ap-northeast-1,ap-northeast-1c,0.073600
m5.2xlarge,2019-10-14 23:14,ap-northeast-1,ap-northeast-1c,0.149400
m3.large,2019-10-14 22:41,ap-northeast-1,ap-northeast-1c,0.032500
m5.2xlarge,2019-10-14 17:49,ap-northeast-1,ap-northeast-1c,0.149800
m3.large,2019-10-14 16:24,ap-northeast-1,ap-northeast-1c,0.032600
m5.xlarge,2019-10-14 12:30,ap-northeast-1,ap-northeast-1c,0.070100
m5.2xlarge,2019-10-14 12:14,ap-northeast-1,ap-northeast-1c,0.150100
m5.large,2019-10-14 10:50,ap-northeast-1,ap-northeast-1c,0.035700
r3.xlarge,2019-10-14 10:34,ap-northeast-1,ap-northeast-1c,0.068000
m3.large,2019-10-14 09:43,ap-northeast-1,ap-northeast-1c,0.032500
m5.2xlarge,2019-10-14 06:14,ap-northeast-1,ap-northeast-1c,0.150500
m3.large,2019-10-14 05:10,ap-northeast-1,ap-northeast-1c,0.032600
r3.xlarge,2019-10-14 03:53,ap-northeast-1,ap-northeast-1c,0.067900
r5d.xlarge,2019-10-14 02:42,ap-northeast-1,ap-northeast-1c,0.073600
m5.large,2019-10-14 01:17,ap-northeast-1,ap-northeast-1c,0.035800
m5.xlarge,2019-10-14 01:14,ap-northeast-1,ap-northeast-1c,0.070200
m5.2xlarge,2019-10-13 22:43,ap-northeast-1,ap-northeast-1c,0.151300
r3.xlarge,2019-10-13 09:54,ap-northeast-1,ap-northeast-1c,0.067800
m3.large,2019-10-13 05:10,ap-northeast-1,ap-northeast-1c,0.032600
m5.xlarge,2019-10-13 04:11,ap-northeast-1,ap-northeast-1c,0.070300
r5d.xlarge,2019-10-13 02:41,ap-northeast-1,ap-northeast-1c,0.073600
m5.large,2019-10-13 01:16,ap-northeast-1,ap-northeast-1c,0.035800
m5.2xlarge,2019-10-13 22:43,ap-northeast-1,ap-northeast-1c,0.151300
m5.2xlarge,2019-10-13 15:28,ap-northeast-1,ap-northeast-1c,0.152100
r3.xlarge,2019-10-13 09:54,ap-northeast-1,ap-northeast-1c,0.067800
m5.2xlarge,2019-10-13 09:03,ap-northeast-1,ap-northeast-1c,0.152000
m3.large,2019-10-13 05:10,ap-northeast-1,ap-northeast-1c,0.032600
m5.xlarge,2019-10-13 04:11,ap-northeast-1,ap-northeast-1c,0.070300
m3.large,2019-10-13 03:39,ap-northeast-1,ap-northeast-1c,0.032700
r5d.xlarge,2019-10-13 02:41,ap-northeast-1,ap-northeast-1c,0.073600
m5.2xlarge,2019-10-13 01:58,ap-northeast-1,ap-northeast-1c,0.152700
m5.large,2019-10-13 01:16,ap-northeast-1,ap-northeast-1c,0.035800
r3.xlarge,2019-10-12 19:43,ap-northeast-1,ap-northeast-1c,0.067700
m5.2xlarge,2019-10-12 18:43,ap-northeast-1,ap-northeast-1c,0.153300
m5.large,2019-10-12 07:16,ap-northeast-1,ap-northeast-1c,0.035900
m5.xlarge,2019-10-12 04:29,ap-northeast-1,ap-northeast-1c,0.070400
m3.large,2019-10-12 03:39,ap-northeast-1,ap-northeast-1c,0.032700
r5d.xlarge,2019-10-12 02:40,ap-northeast-1,ap-northeast-1c,0.073600
r3.xlarge,2019-10-12 19:43,ap-northeast-1,ap-northeast-1c,0.067700
m5.2xlarge,2019-10-12 18:43,ap-northeast-1,ap-northeast-1c,0.153300
r3.xlarge,2019-10-12 15:46,ap-northeast-1,ap-northeast-1c,0.067700
m5.2xlarge,2019-10-12 12:01,ap-northeast-1,ap-northeast-1c,0.153700
m5.large,2019-10-12 07:16,ap-northeast-1,ap-northeast-1c,0.035900
m5.2xlarge,2019-10-12 07:16,ap-northeast-1,ap-northeast-1c,0.154100
m5.xlarge,2019-10-12 04:29,ap-northeast-1,ap-northeast-1c,0.070400
m3.large,2019-10-12 03:39,ap-northeast-1,ap-northeast-1c,0.032700
r5d.xlarge,2019-10-12 02:40,ap-northeast-1,ap-northeast-1c,0.073600
m5.large,2019-10-12 02:32,ap-northeast-1,ap-northeast-1c,0.036000
m5.2xlarge,2019-10-12 01:59,ap-northeast-1,ap-northeast-1c,0.154300
r3.xlarge,2019-10-12 00:18,ap-northeast-1,ap-northeast-1c,0.067600
r5d.xlarge,2019-10-11 21:12,ap-northeast-1,ap-northeast-1c,0.073700
m5.large,2019-10-11 20:33,ap-northeast-1,ap-northeast-1c,0.036200
m5.2xlarge,2019-10-11 19:51,ap-northeast-1,ap-northeast-1c,0.155100
m5.xlarge,2019-10-11 17:37,ap-northeast-1,ap-northeast-1c,0.070500
m3.large,2019-10-11 16:47,ap-northeast-1,ap-northeast-1c,0.032800
r3.xlarge,2019-10-11 01:47,ap-northeast-1,ap-northeast-1c,0.067700
r5d.xlarge,2019-10-11 21:12,ap-northeast-1,ap-northeast-1c,0.073700
m5.large,2019-10-11 20:33,ap-northeast-1,ap-northeast-1c,0.036200
m5.2xlarge,2019-10-11 19:51,ap-northeast-1,ap-northeast-1c,0.155100
m5.xlarge,2019-10-11 17:37,ap-northeast-1,ap-northeast-1c,0.070500
m3.large,2019-10-11 16:47,ap-northeast-1,ap-northeast-1c,0.032800
m5.2xlarge,2019-10-11 15:07,ap-northeast-1,ap-northeast-1c,0.155700
m5.large,2019-10-11 14:16,ap-northeast-1,ap-northeast-1c,0.036300
m3.large,2019-10-11 09:49,ap-northeast-1,ap-northeast-1c,0.032900
m5.2xlarge,2019-10-11 09:07,ap-northeast-1,ap-northeast-1c,0.156200
m5.xlarge,2019-10-11 07:43,ap-northeast-1,ap-northeast-1c,0.070600
m5.large,2019-10-11 07:18,ap-northeast-1,ap-northeast-1c,0.036200
m5.2xlarge,2019-10-11 03:49,ap-northeast-1,ap-northeast-1c,0.154900
m5.large,2019-10-11 02:01,ap-northeast-1,ap-northeast-1c,0.036100
r3.xlarge,2019-10-11 01:47,ap-northeast-1,ap-northeast-1c,0.067700
m5.xlarge,2019-10-11 01:19,ap-northeast-1,ap-northeast-1c,0.070500
m3.large,2019-10-11 00:37,ap-northeast-1,ap-northeast-1c,0.033000
m5.2xlarge,2019-10-10 22:40,ap-northeast-1,ap-northeast-1c,0.154600
r5d.xlarge,2019-10-10 21:11,ap-northeast-1,ap-northeast-1c,0.073700
m3.large,2019-10-10 15:08,ap-northeast-1,ap-northeast-1c,0.033100
m5.large,2019-10-10 13:07,ap-northeast-1,ap-northeast-1c,0.036200
m5.xlarge,2019-10-10 05:58,ap-northeast-1,ap-northeast-1c,0.070600
r3.xlarge,2019-10-10 01:46,ap-northeast-1,ap-northeast-1c,0.067700
m5.2xlarge,2019-10-10 22:40,ap-northeast-1,ap-northeast-1c,0.154600
r5d.xlarge,2019-10-10 21:11,ap-northeast-1,ap-northeast-1c,0.073700
m5.2xlarge,2019-10-10 16:34,ap-northeast-1,ap-northeast-1c,0.155100
m3.large,2019-10-10 15:08,ap-northeast-1,ap-northeast-1c,0.033100
m5.large,2019-10-10 13:07,ap-northeast-1,ap-northeast-1c,0.036200
m5.large,2019-10-10 12:30,ap-northeast-1,ap-northeast-1c,0.036200
m5.2xlarge,2019-10-10 10:50,ap-northeast-1,ap-northeast-1c,0.155600
m3.large,2019-10-10 09:19,ap-northeast-1,ap-northeast-1c,0.033100
m5.large,2019-10-10 06:47,ap-northeast-1,ap-northeast-1c,0.036100
m5.xlarge,2019-10-10 05:58,ap-northeast-1,ap-northeast-1c,0.070600
m3.large,2019-10-10 04:00,ap-northeast-1,ap-northeast-1c,0.033000
m5.2xlarge,2019-10-10 03:44,ap-northeast-1,ap-northeast-1c,0.155400
m5.large,2019-10-10 02:40,ap-northeast-1,ap-northeast-1c,0.035900
r3.xlarge,2019-10-10 01:46,ap-northeast-1,ap-northeast-1c,0.067700
r5d.xlarge,2019-10-10 01:40,ap-northeast-1,ap-northeast-1c,0.073700
m5.xlarge,2019-10-09 22:34,ap-northeast-1,ap-northeast-1c,0.070500
m5.2xlarge,2019-10-09 20:12,ap-northeast-1,ap-northeast-1c,0.156200
m5.large,2019-10-09 10:04,ap-northeast-1,ap-northeast-1c,0.035900
m3.large,2019-10-09 07:15,ap-northeast-1,ap-northeast-1c,0.033100
r3.xlarge,2019-10-09 02:41,ap-northeast-1,ap-northeast-1c,0.067600
r5d.xlarge,2019-10-09 01:40,ap-northeast-1,ap-northeast-1c,0.073700
m5.xlarge,2019-10-09 22:34,ap-northeast-1,ap-northeast-1c,0.070500
m5.xlarge,2019-10-09 20:40,ap-northeast-1,ap-northeast-1c,0.070600
m5.2xlarge,2019-10-09 20:12,ap-northeast-1,ap-northeast-1c,0.156200
m5.2xlarge,2019-10-09 19:40,ap-northeast-1,ap-northeast-1c,0.156900
m5.2xlarge,2019-10-09 15:11,ap-northeast-1,ap-northeast-1c,0.156900
m5.xlarge,2019-10-09 10:52,ap-northeast-1,ap-northeast-1c,0.070600
m5.large,2019-10-09 10:04,ap-northeast-1,ap-northeast-1c,0.035900
m5.2xlarge,2019-10-09 07:48,ap-northeast-1,ap-northeast-1c,0.157600
m3.large,2019-10-09 07:15,ap-northeast-1,ap-northeast-1c,0.033100
r3.xlarge,2019-10-09 02:41,ap-northeast-1,ap-northeast-1c,0.067600
m3.large,2019-10-09 02:40,ap-northeast-1,ap-northeast-1c,0.033000
m5.2xlarge,2019-10-09 02:22,ap-northeast-1,ap-northeast-1c,0.158200
r5d.xlarge,2019-10-09 01:40,ap-northeast-1,ap-northeast-1c,0.073700
r5d.xlarge,2019-10-08 22:41,ap-northeast-1,ap-northeast-1c,0.073700
m5.xlarge,2019-10-08 22:37,ap-northeast-1,ap-northeast-1c,0.070500
m5.2xlarge,2019-10-08 20:06,ap-northeast-1,ap-northeast-1c,0.157800
m3.large,2019-10-08 19:33,ap-northeast-1,ap-northeast-1c,0.033000
m5.large,2019-10-08 10:04,ap-northeast-1,ap-northeast-1c,0.035900
r3.xlarge,2019-10-08 02:40,ap-northeast-1,ap-northeast-1c,0.067600
r5d.xlarge,2019-10-08 22:41,ap-northeast-1,ap-northeast-1c,0.073700
m5.xlarge,2019-10-08 22:37,ap-northeast-1,ap-northeast-1c,0.070500
m5.2xlarge,2019-10-08 20:06,ap-northeast-1,ap-northeast-1c,0.157800
m3.large,2019-10-08 19:33,ap-northeast-1,ap-northeast-1c,0.033000
m5.2xlarge,2019-10-08 14:40,ap-northeast-1,ap-northeast-1c,0.157600
m5.large,2019-10-08 10:04,ap-northeast-1,ap-northeast-1c,0.035900
m5.2xlarge,2019-10-08 08:00,ap-northeast-1,ap-northeast-1c,0.158000
m3.large,2019-10-08 07:59,ap-northeast-1,ap-northeast-1c,0.033100
m5.xlarge,2019-10-08 04:13,ap-northeast-1,ap-northeast-1c,0.070600
m5.large,2019-10-08 03:31,ap-northeast-1,ap-northeast-1c,0.035800
m5.2xlarge,2019-10-08 03:07,ap-northeast-1,ap-northeast-1c,0.158600
r3.xlarge,2019-10-08 02:40,ap-northeast-1,ap-northeast-1c,0.067600
r5d.xlarge,2019-10-07 22:40,ap-northeast-1,ap-northeast-1c,0.073700
m3.large,2019-10-07 21:40,ap-northeast-1,ap-northeast-1c,0.033000
m5.2xlarge,2019-10-07 19:43,ap-northeast-1,ap-northeast-1c,0.158400
m5.xlarge,2019-10-07 17:39,ap-northeast-1,ap-northeast-1c,0.070500
m5.large,2019-10-07 15:40,ap-northeast-1,ap-northeast-1c,0.035700
r3.xlarge,2019-10-07 14:40,ap-northeast-1,ap-northeast-1c,0.067600
r5d.xlarge,2019-10-07 22:40,ap-northeast-1,ap-northeast-1c,0.073700
m3.large,2019-10-07 21:40,ap-northeast-1,ap-northeast-1c,0.033000
m3.large,2019-10-07 20:00,ap-northeast-1,ap-northeast-1c,0.033000
m5.2xlarge,2019-10-07 19:43,ap-northeast-1,ap-northeast-1c,0.158400
m5.xlarge,2019-10-07 17:39,ap-northeast-1,ap-northeast-1c,0.070500
m5.large,2019-10-07 15:40,ap-northeast-1,ap-northeast-1c,0.035700
r3.xlarge,2019-10-07 14:40,ap-northeast-1,ap-northeast-1c,0.067600
r5d.xlarge,2019-10-07 13:41,ap-northeast-1,ap-northeast-1c,0.073700
m5.2xlarge,2019-10-07 13:39,ap-northeast-1,ap-northeast-1c,0.159000
m5.2xlarge,2019-10-07 13:36,ap-northeast-1,ap-northeast-1c,0.159000
m5.xlarge,2019-10-07 10:40,ap-northeast-1,ap-northeast-1c,0.070600
m5.2xlarge,2019-10-07 07:02,ap-northeast-1,ap-northeast-1c,0.158900
m3.large,2019-10-07 07:02,ap-northeast-1,ap-northeast-1c,0.033100
m5.xlarge,2019-10-07 05:31,ap-northeast-1,ap-northeast-1c,0.070600
m3.large,2019-10-07 01:53,ap-northeast-1,ap-northeast-1c,0.033000
m5.2xlarge,2019-10-07 01:45,ap-northeast-1,ap-northeast-1c,0.158500
m5.2xlarge,2019-10-06 21:01,ap-northeast-1,ap-northeast-1c,0.158400
m5.xlarge,2019-10-06 16:58,ap-northeast-1,ap-northeast-1c,0.070500
m3.large,2019-10-06 16:40,ap-northeast-1,ap-northeast-1c,0.033100
m5.large,2019-10-06 15:40,ap-northeast-1,ap-northeast-1c,0.035700
r3.xlarge,2019-10-06 14:39,ap-northeast-1,ap-northeast-1c,0.067600
r5d.xlarge,2019-10-06 13:41,ap-northeast-1,ap-northeast-1c,0.073700
m5.2xlarge,2019-10-06 21:01,ap-northeast-1,ap-northeast-1c,0.158400
m5.xlarge,2019-10-06 16:58,ap-northeast-1,ap-northeast-1c,0.070500
m3.large,2019-10-06 16:40,ap-northeast-1,ap-northeast-1c,0.033100
m5.large,2019-10-06 15:40,ap-northeast-1,ap-northeast-1c,0.035700
m5.xlarge,2019-10-06 14:55,ap-northeast-1,ap-northeast-1c,0.070600
r3.xlarge,2019-10-06 14:39,ap-northeast-1,ap-northeast-1c,0.067600
m5.2xlarge,2019-10-06 13:46,ap-northeast-1,ap-northeast-1c,0.158500
r5d.xlarge,2019-10-06 13:41,ap-northeast-1,ap-northeast-1c,0.073700
m3.large,2019-10-06 13:13,ap-northeast-1,ap-northeast-1c,0.033100
m5.2xlarge,2019-10-06 09:38,ap-northeast-1,ap-northeast-1c,0.158600
m5.large,2019-10-06 09:36,ap-northeast-1,ap-northeast-1c,0.035700
m5.large,2019-10-06 07:41,ap-northeast-1,ap-northeast-1c,0.035800
m5.2xlarge,2019-10-06 06:40,ap-northeast-1,ap-northeast-1c,0.158600
m3.large,2019-10-06 05:58,ap-northeast-1,ap-northeast-1c,0.033000
m5.2xlarge,2019-10-06 01:47,ap-northeast-1,ap-northeast-1c,0.159500
m5.2xlarge,2019-10-05 19:32,ap-northeast-1,ap-northeast-1c,0.159300
m5.xlarge,2019-10-05 14:55,ap-northeast-1,ap-northeast-1c,0.070600
r3.xlarge,2019-10-05 14:39,ap-northeast-1,ap-northeast-1c,0.067600
r5d.xlarge,2019-10-05 13:40,ap-northeast-1,ap-northeast-1c,0.073700
m3.large,2019-10-05 10:53,ap-northeast-1,ap-northeast-1c,0.033100
m5.large,2019-10-05 07:40,ap-northeast-1,ap-northeast-1c,0.035800
m5.2xlarge,2019-10-05 19:32,ap-northeast-1,ap-northeast-1c,0.159300
m5.2xlarge,2019-10-05 14:55,ap-northeast-1,ap-northeast-1c,0.159500
m5.xlarge,2019-10-05 14:55,ap-northeast-1,ap-northeast-1c,0.070600
r3.xlarge,2019-10-05 14:39,ap-northeast-1,ap-northeast-1c,0.067600
r5d.xlarge,2019-10-05 13:40,ap-northeast-1,ap-northeast-1c,0.073700
m3.large,2019-10-05 10:53,ap-northeast-1,ap-northeast-1c,0.033100
m5.2xlarge,2019-10-05 09:45,ap-northeast-1,ap-northeast-1c,0.160000
r5d.xlarge,2019-10-05 09:38,ap-northeast-1,ap-northeast-1c,0.073700
m3.large,2019-10-05 07:41,ap-northeast-1,ap-northeast-1c,0.033200
m5.large,2019-10-05 07:40,ap-northeast-1,ap-northeast-1c,0.035800
m5.2xlarge,2019-10-05 04:03,ap-northeast-1,ap-northeast-1c,0.159500
m5.2xlarge,2019-10-04 21:14,ap-northeast-1,ap-northeast-1c,0.160100
m5.xlarge,2019-10-04 20:07,ap-northeast-1,ap-northeast-1c,0.070700
r3.xlarge,2019-10-04 14:39,ap-northeast-1,ap-northeast-1c,0.067600
r5d.xlarge,2019-10-04 09:38,ap-northeast-1,ap-northeast-1c,0.073700
m3.large,2019-10-04 07:40,ap-northeast-1,ap-northeast-1c,0.033200
m5.large,2019-10-04 07:40,ap-northeast-1,ap-northeast-1c,0.035800
m5.2xlarge,2019-10-04 21:14,ap-northeast-1,ap-northeast-1c,0.160100
m5.xlarge,2019-10-04 20:07,ap-northeast-1,ap-northeast-1c,0.070700
m5.2xlarge,2019-10-04 15:14,ap-northeast-1,ap-northeast-1c,0.160500
r3.xlarge,2019-10-04 14:39,ap-northeast-1,ap-northeast-1c,0.067600
r3.xlarge,2019-10-04 11:37,ap-northeast-1,ap-northeast-1c,0.067600
r5d.xlarge,2019-10-04 09:38,ap-northeast-1,ap-northeast-1c,0.073700
m3.large,2019-10-04 07:40,ap-northeast-1,ap-northeast-1c,0.033200
m5.large,2019-10-04 07:40,ap-northeast-1,ap-northeast-1c,0.035800
m5.large,2019-10-04 04:37,ap-northeast-1,ap-northeast-1c,0.035800
m5.xlarge,2019-10-04 03:57,ap-northeast-1,ap-northeast-1c,0.070800
m5.2xlarge,2019-10-04 02:09,ap-northeast-1,ap-northeast-1c,0.160300
m3.large,2019-10-03 22:31,ap-northeast-1,ap-northeast-1c,0.033200
